kor_sentence,labels
"SK케미칼, 3분기 영업익 497억…전년比 54.8%↓[주목 e공시]",2
"금감원, 농협은행에 기관제재…""코인 거래 보고업무 운영 불합리""",0
"옵티코어, 케이비제20호스팩 합병…코스닥 상장 본격화",0
큐렉소 “올해 의료로봇 공급 및 수주 목표 조기 달성”,1
"증권가 눈높이 너무 낮췄나…네이버, 하루 만에 3%대 반등",1
"카카오뱅크, 의무 보호예수 해제에 급락",2
현대백화점 3분기 영업이익 922억원…작년 동기 대비 94.1%↑,1
"GS, 3분기 매출액 5조5140억원…전년 동기比 40.32%↑ [주목 e공시]",1
(마감)코스피 외국인 2782억 순매수,1
"KT 3분기 영업익 18.4%↑…""DX수주·B2B매출 증가로 수익개선""(종합2보)",1
"""숨은 메타버스株""…셀바스AI 급등",1
"""택배시장 물동량 성장세 둔화 불가피…CJ대한통운 목표가↓""-이베스트",2
'헬스케어+빅데이터' 날개 펴는 일본 JMDC,1
"""증안펀드 출자 부담 줄었다""…은행주 강세",1
KT 3분기 영업이익 3천824억원…작년 동기 대비 30%↑,1
GS 3분기 영업이익 1조3천579억원…작년 대비 112.56%↑(종합),1
(마감)코스피 기관 2723억 매수 우위,1
"아미코젠, 3분기 영업손실 30억원…적자 전환",2
"""엘앤에프, 미국 진출 불확실성 해소…반등 기대감 ↑""-대신",1
"""엘앤에프, 미국 진출 불확실성 해소…반등 기대감 ↑""-대신",1
SK바이오팜 3분기 영업손실 92억원…적자 축소(종합),1
"""내년 코스피 2650~3200선 예상…방어 후 공격하라""",0
GKL 3분기 영업이익 46억원…흑자 전환,1
10월 채권 발행 67조…전월 대비 8.4% 감소,0
"JW중외제약, 3분기 매출 1481억원…사상 최대 기록",1
현대그린푸드 3분기 영업이익 283억원…작년 동기 대비 101.6%↑,1
"인바이오젠, 120억원 유상증자…버킷스튜디오에 제3자배정",0
"셀트리온 3Q 영업익 1천640억원으로 33.2%↓…""저가품 비중↑""(종합)",2
"국제유가, 백신 기대감에 이틀째 상승…WTI 2.7%↑",1
"""네오위즈, 시장 전망치 밑돈 실적…목표가는 ↑""-다올",2
삼성생명 3분기 영업이익 1천337억원…작년 동기 대비 64.3%↓,2
"원/달러 환율 30원 급락 출발…장중 1,340원대로",0
"한국콜마, 3분기 영업익 181억원…전년 대비 41.4%↑ [주목 e공시]",1
"SK바이오팜, 3분기 매출 510% 증가해 240억원…적자 축소(종합)",1
"美 상원, 가상자산 규제 법안 촉진…""의회가 나서야 할 때""",0
"'연고점 랠리' 코스피, 2480 뚫고 상승…셀트리온 '급등'",1
미래에셋증권 3분기 영업이익 3천972억원…35% 증가,1
"넷마블, 매출 상승에도 3분기 영업손실 380억원…적자 전환(종합)",2
투자심리 활활…국내 증시 몸집 2032조로 불어나 '역대 최대'[종합],1
"""서흥, 기대 이하인 3분기 실적이 바닥일듯…목표가 14%↓""-이베스트",2
"넷온, 한국노인복지중앙회와 인공지능형 CCTV 개발 맞손",0
(마감)코스피 기관 8610억 매도 우위,2
"코스피, 외인·기관 '사자' 1% 넘게 상승…시총상위株 대부분 올라",1
"교촌에프앤비, '上' 데뷔 후 이틀째 급등…공모가 3배 육박",1
"바하마 규제 당국 ""FTX에 현지 출금 재개 명령한 적 없다""",0
'업비트 개발자 컨퍼런스 2020' 연사 및 프로그램 공개,0
"""美 FDA 임상3상 승인""…LG화학 '강세'",1
"리튬코리아, 지엔원에너지 인수 참여…""미국 염호서 리튬 고속 추출""",0
(마감)코스피 외국인 1476억 순매수,1
"""코인 투자 사기당했는데…범인 계좌 정지 못한다니""",0
"CZ ""바이낸스, 완벽한 투명성 구축…사용자 자금 이동 없다""",1
"""삼양식품, 3분기 실적 부진했지만…수출 성장세 기대""-한화",1
"원/달러 환율 상승 출발…장 초반 1,181원 후반대",1
"NH투자증권, 미국 공모주 청약대행 서비스 실시",0
" 원/달러 환율 8.3원 내린 1,317.6원(마감)",0
"가상자산 시총, 테슬라보다 커졌는데…""정부는 개념도 지침도 없다""",0
"가상자산 시총, 테슬라보다 커졌는데…""정부는 개념도 지침도 없다""",0
"“한전KPS, 해외 수주 기대돼…목표가 6.1%↑”-하나금투",1
"'60대 40' 포트폴리오 안 먹히네…""분산효과 주는 ETF 주목""-SK",0
"""2차전지 공장 준공""…이엔플러스 '급등'",1
"2500선 뚫은 코스피…""11월은 강세장, 증시 더 오른다""",1
"롯데렌탈, 3분기 영업익 729억…""장기렌터카 수익성 확대 등 영향""",1
" 원/달러 환율 7.4원 오른 1,325.0원(마감)",1
"""암호화폐 법제화로 투자자 보호 필요""",0
셀트리온헬스케어 3분기 영업이익 1천277억원…사상 최대,1
"FTX ""샘 뱅크먼 프리드, 더이상 거래소 입장 대변 권한 없어""",0
 게임 축제 '지스타' 개막…카겜·크래프톤 '강세',1
"백신 훈풍에 코스피, 2550선 밟아…개인·외국인 '사자'",1
간밤 美증시 반도체 하락에 삼성·하이닉스 휘청…코스피 약세,2
"신흥에스이씨 ""말레이·헝가리 해외법인 설비 증설 완료""",1
"인천세관 ""1만달러 넘는 외화 꼭 신고하세요""…적발시 과태료",0
 (18일) 신규상장=고바이오랩(348150) 등,0
"단기 반등한 증시, 한 호흡 쉬어가도 좋다",1
"와이솔, 예상보다 주춤한 3분기 실적…차세대 필터 개발 주목-하나금투",2
"쎄노텍, 200억 규모 세라믹 비드 공급 계약 체결 소식에 '들썩'",0
"한샘, 경영권 분쟁 조짐에도 주가 '무덤덤'…왜?",0
'빈 살만' 방한에 덩달아 웃는 방산株,0
(마감)프로그램 1996억 매도 우위,2
"비츠로시스, 제3자배정 유상증자 결정",0
"11월 셋째 주, 돈 되는 알짜배기 투자 정보는? [마켓PRO 위클리 리뷰]",0
"""동국제약, 기다림 필요한 시점…목표가↓""-신한금투",2
'애플카' 출시 당겨졌다…국내 자율주행 관련株 '들썩',0
"한온시스템, 폭등…美테슬라, 주가 상승 영향",0
"디파인, 폴리곤(MATIC)으로부터 투자 유치...""NFT 생태계 확장""",1
코로나에 '빵' 터진 드라이브스루…대형 패스트푸드 기업에 투자하라,0
(마감)프로그램 1447억 매도 우위,2
"""GS, 자회사 호실적 지속…사상 최대 영업익 전망""-흥국",1
"금통위 D-3, 국내 증시 강보합 출발 후 하락 반전",2
"""퇴직연금 DB→DC형 변경 고민시 임금상승률 비교해야""",0
코스닥 '탐욕의 머니게임'…개미들만 죽어난다,2
엘살바도르 '노빠꾸'…이번엔 화산 옆에 비트코인 도시 세운다 [임현우의 비트코인 나우],0
"빗썸 ""합리적 가상자산 규제, 산업 발전 주춧돌 될 것""",0
" 비덴트, 빗썸 사업자 신고 수리 소식에 강세",1
"도이치모터스, 사직오토랜드 450억원에 인수",0
"매직마이크로 ""대표 횡령·배임 혐의 고소장 전달받지 못해""[주목e공시]",0
"외인·기관 '팔자'…코스피 2,400 '턱걸이'",0
"""SK, 부진한 실적·자회사 업황 우려…목표가↓""-하나",2
"""LS, 실적에 비해서는 저평가 상태…목표가 10%↓""-삼성",2
" 원/달러 환율 1.2원 오른 1,115.5원(개장)",0
"NH아문디, 글로벌신재생에너지MSCI ETF 30일 상장",0
" 지오엘리먼트, 개장 초 강세...공모가 3만원 재돌파",1
"""코로나 백신 생산 잠정 중단""…SK바사 7% 급락",2
"""증권사앱으로 하루 20만원 수입""",0
"'최고가' 삼성전자 시총 400조 돌파…SK하이닉스, 10만원 탈환",1
지난달 기업 회사채 발행 49% '급감'…은행채 60%↓,2
"""SK가스, LNG·수소가 LPG 이상의 성장동력 될 것""-SK",1
" 원/달러 환율 14.3원 내린 1,337.5원(개장)",0
"코스피, 장중 한때 3010선 회복…삼성전자 '상승'",1
"삼성전자, 이틀 연속 신고가 경신…7만원 '눈앞'",1
" 초고수들, 고려아연 경영분쟁 관련주 집중매수",1
코로나 뚫고 13년 만에 최대 실적…PBR 0.6배 미만 '저평가',1
"철강주→리튬주로 변신한 포스코홀딩스 주가 40%↑…""내년 기업가치 부각 본격화""",1
"지붕 뚫은 코스피…""내년 상반기 고점"" vs ""수년간 강세장""",1
[코스피·코스닥 전 거래일(24일) 주요공시],0
"""BGF리테일, 위드 코로나 수혜 가시화""-하나",1
" 원/달러 환율 1.2원 내린 1,327.0원(개장)",0
美 증시 휴장에 '숨고르기'…코스피·코스닥 약세,2
"""주가 5분의 1 토막, 제대로 물렸다""…16만 개미들 '절규'",2
"가보지 않은 길 들어선 코스피…""외국인 장바구니 주목""[이슈+]",0
"장현국 ""위믹스 상장폐지, 업비트의 슈퍼 갑질""",0
"코스피, 외국인·기관 팔자에 0.47%↓…2,980선 후퇴",2
현실화하는 실적 둔화…'실적 피크아웃'에서 자유로운 실적주는?,0
 (26일) 보통주추가상장=대유플러스(전환) 등,0
"뉴욕증시, 추수감사절 연휴로 휴장",0
 코로나19 재확산 우려에 여행·항공주 약세,2
네이버+카카오+쿠팡+배민 합쳐놓은 플랫폼株가 있다고?,0
"코스피, 외인·기관 '팔자'에 1%대 하락 마감",2
"뉴욕증시, 휴장…폭스바겐 2.43%↓[간밤 해외시황]",0
"코스피, 이틀째 최고가 경신…""외국인 자금 유입 이어질 것""",1
"""역실적·역금융 장세에는 가치주+방어주 조합으로 대응해야""",0
"""소문에 사라더니…"" 지라시 믿은 개미들 '피눈물' [류은혁의 기업분석실]",0
"펄어비스, 증권가 부정적 전망에 약세",2
"엔켐, 美 4개 주에 전해액 공장 추가 증설 추진",0
퇴직연금에 테슬라·애플 담아볼까…집중투자 ETF 6개 동시 상장,0
 분할상장한 SKT·SK스퀘어 동반 하락,2
월드컵 한 달 전부터 주가 오르더니…가나전 패배에 결국,1
"마스턴투자운용, 경영진 대상 ESG 교육 진행",0
'VC 1호' KTB네트워크 내달 증시 입성,0
고금리에 흑자도산 우려…1년 내 갚을 빚부담 큰 기업은?,2
고금리에 흑자도산 우려…1년 내 갚을 빚부담 큰 기업은?,2
"""실적확대·자율주행 재평가...40만원 간다""",1
"이수화학, 회사 인적분할 소식에 주가 11%대 급락",2
"LG이노텍, 주가 40만원 간다… 증권사 호평에 신고가",1
"한국증권금융, '개인대주 접근성 개선' 관련 토론회 개최",1
"두산퓨얼셀, 600억원대 연료전지 시스템 공급계약 [주목 e공시]",1
(마감)코스피 기관 6351억 매도 우위,2
유로존 11월 CPI 10%↑…예상치 소폭 하회,0
 (30일) 대림건설 등,0
" 원/달러 환율 3.5원 내린 1,184.4원(개장)",0
"""이차전지株, 전기차 수요 확대·탈중국화로 반등 가능""-한화",1
회사채 시장 훈풍 부나…수요예측 흥행에 금리도 안정세,0
"금감원 ""무역회사 상대 외환사기 기승…5년간 1천379억원 피해""",0
(마감)코스피 기관 2675억 매수 우위,1
"환율, 넉달만에 1,300원 밑으로…19.1원 급락한 1,299.7원 마감",0
외인 매수·D램값 상승…삼성전자 4% 올라,1
"""화장품株, 내년 비중국 시장 실적이 관건""-하나",0
오미크론 확진자 발생에 진단키트주 강세,1
"""역시 반도체株""…삼성전자·SK하이닉스 동반 강세",1
삼성전자 다시 6만1000원대로 '뚝'…코스피도 1% 하락 중,2
"동성제약, 10억원 규모 자사주 취득 결정[주목 e공시]",0
"원/달러 환율 보합권 마감…0.2원 오른 1,299.9원",1
"컨슈머인텔리전스, 플랫폼 '리뷰쉐어' 통해 D2C 시장 선도",1
경기 회복기 투자전략…삼성전자는 '롱' TSMC는 '쇼트',0
" 미래에셋글로벌리츠, 코스피 상장 첫날 약보합…공모가 상회",0
"미래에셋대우, 족쇄 풀리자 목표가 줄상향…1조 이익 전망까지[분석+]",1
"뿔난 명성티엔에스 소액주주들, 경영 정상화 나서…""법무법인과 자문 계약""",1
삼성전자 '7만전자' 터치,0
 원·달러 환율 1080원대 진입…1082.1원 마감,1
"외환보유액 넉달만에 증가…11월 4천161억달러, 21억달러↑",1
"""中 코로나 봉쇄 완화""…화장품주 이틀째 '급등'",1
"美 상원 은행위원장 ""새로운 가상자산 규제안 마련 중""",0
"'70% 급등'…개미들 ""삼성전자 팔고 갈아타길 잘 했네""",1
[코스피·코스닥 전 거래일(5일) 주요공시],0
 비트코인 가격 폭락 소식에 관련주 '급락',2
막내린 월드컵 여정...들썩였던 치맥주 하락세,2
케이사인 상승…페이코 구글 서명키 유출 반사이익,1
"HK이노엔 ""코로나19 백신, 국내 1상 결과 분석 중""",0
"미 연준 최종금리 상향 우려에 환율 급등…1,318.8원 마감",0
거래소가 중국인 놀이터?…국내 상장 중국 기업 '먹튀 논란',0
"""블록체인 내년 최대 화두는 디지털화폐 실험""",0
"한투증권 ""SK하이닉스, 4Q+내년 영업적자…목표가 하향""",2
"신테카바이오, 항암신약 후보 동물실험 결과에 '上'",1
SK하이닉스 또 신저가…실적 부진 우려,2
"바이오플러스, 50억 규모 자사주 취득 신탁계약 체결[주목 e공시]",1
"푸드나무, 주당 100% 무상증자 결정",0
(마감)코스피 외국인 915억 순매도,2
(마감)코스피 기관 799억 매도 우위,2
"바이낸스, 전체 플랫폼 담보 비율 101%…초과 범위 자산 보유",0
"비덴트, 메타버스·NFT 신사업 추진…멀티플 확장 기대-하이",1
계속되는 외국인 '셀코리아'…코스피·코스닥 약세,2
"2차전지株, 또 오른다…삼성SDI 4%대 급등",1
"한솔제지, 한솔이엠이 매각 추진설에 “확정 사항 없어” [주목 e공시]",0
"진흥기업, 371억 규모 아파트 건설공사 수주 [주목 e공시]",1
닷새만에 139% 수익률 1위 등극…'가상자산 투자전쟁' 빗썸x한경 실전투자대회,1
"금감원장, 국내 은행지주 해외투자자 대상 온라인 간담회 개최",0
"넷마블, 카뱅 주식으로 1조 벌었다",0
"""재건축 3곳→12곳…부동산 공급 정책 지속될 것""",0
"알로이스, '오징어게임' 숨은 수혜주 부각에 급등",1
"""금융시장 안정책에 시장금리 하락""...채권발행도 숨통",0
'겨울 보너스' 배당 막차 타볼까…올해는 '○○'도 따져봐야[이슈+],0
"원/달러 환율 1.4원 내린 1,174.5원 마감…미국 물가 주시",0
"12월 둘째 주, 돈 되는 알짜배기 투자 정보는? [마켓PRO 위클리 리뷰]",0
"넥스트아이 ""모트뷰티바이오사모투자합자회사에 238억원 출자""",0
" 툴젠, 코스닥 이전상장 첫날 강세…공모가 상회",1
"우리넷, KT와 공급계약에 7%대 강세…장중 신고가",1
(마감)코스피 외국인 13637억 순매도,2
헝다 충격에도 위안화 초강세…기록적 수출로 달러 넘쳐,1
정유株 '방긋'…국제유가 급등,1
IPO시장 한파에 장외시장도 '냉각모드'…토스·컬리 70%대 급락,2
 (11일) 코닉글로리 등,0
"관리종목 해제...원풍물산, 상한가 직행",0
"메디톡스, 주당 0.05주 주식배당 [주목 e공시]",0
'상장 철회' 역대 최다…얼어붙은 IPO 시장,2
"플래티어, 메타버스 환경 속에서도 유연한 대처 가능-KB",0
"""제이앤티씨, 고객 다변화·제품 다각화로 실적 회복 전망""-유진",1
퇴직연금 수요 공략…한투운용 '금 현물 ETF' 국내 첫 출시,0
"""부산 디지털자산거래소 내년 출범""",0
"휴젤, 자사주 10만주 소각 결정[주목 e공시]",0
"메리츠운용, '강성부 펀드' KCGI에 매각 추진",2
"현대차, 4분기 생산회복 지연에도 영업익 기대치 부합 예상-KB",1
"코스피, 미국 물가 둔화에 상승 출발…2,380대로 올라",1
"원익머트리얼즈, '특수가스 호황' 저평가 분석에 3% 가까이 올라",1
"씨에스윈드, 899억 규모 풍력타워 공급 계약 소식에 강세",1
(마감)코스피 외국인 3681억 순매도,2
(마감)코스피 외국인 3605억 순매도,2
"美물가호재에 심리회복…코스피 2,400 육박·환율 9.7원 급락(종합)",0
"박스권 갇힌 LG전자…증권가 ""내년 초엔 오른다""",0
"Fed 매파 기조 재확인…코스피, 다시 2380선 후퇴",2
"일동제약, 코로나19 치료제 기대감에 급등…12월에만 90%↑",1
"종근당바이오, 코로나19 치료제 개발 기대감에 급등 '신고가'",1
"한창, 개장 동시에 上 직행…2차전지 '셀텍' 인수 영향",1
프리시젼바이오 “동물용 간질환 등 현장진단 제품으로 美 공략”,0
"미 금리 인상에 환율 상승…6.8원 오른 1,303.1원 마감",0
"""동아쏘시오홀딩스, 내년 자회사 기업가치 상승 반영될 것""-상상인",1
"美 차기 하원 금융위원장, 옐런에 '가상자산 과세 유예 요청' 서한 발송",0
"코스피, 美 부양책 기대감에 상승…""중소형 종목군 주목""",1
시장 예상에 부합한 FOMC…원/달러 환율 하락 출발,0
"웨이브(WAVES) 담보 스테이블코인 'USDN', 디페깅 심화…0.5달러대 거래",0
"""맛집이 메타버스 속으로""…식신, 공간 메타버스 '트윈코리아' 선보여",0
"엘브이엠씨, 470억원 주주배정 유상증자 결정",0
"""IT·콘텐츠·게임株가 내년 증시 주도""",0
" 원/달러 환율 1.2원 오른 1,185.1원(개장)",0
"롯데케미칼, 대산공장 2500억원 증설 투자…3% 강세",1
"'집콕 성탄'에는 주식공부…삼성증권 ""애널산타가 찾아옵니다""",0
(마감)프로그램 4332억 매수 우위,1
"대웅제약, 보톡스 분쟁 이슈 해소에 '신고가'…메디톡스도 상승",1
"두나무, 발달장애 예술가 전시회 '메리 하티즘' 후원…NFT 수수료 기부",0
"미스터블루·큐알티, 무상증자 권리락 나란히 '상한가'",1
"씨에스윈드, 주당 500원 현금배당 결정 [주목 e공시]",0
"바이낸스 US, 보이저 디지털 소유 디지털 자산 인수",0
"삼성전자 주식 어떡하지…증권가 ""12만전자 간다""",0
"케이카, 최대주주 지분 매각 소식에 4거래일 연속 '상승'",1
'배터리 3사' 2%대 하락…LG화학 52주 신저가,2
(마감)코스피 외국인 1033억 순매도,2
"달러 선호심리 속 환율 10원 가까이 오른 1,190.8원 마감",1
'공포'에 사서 기다렸다…'주식 필패론' 깬 개미군단,0
"""삼성전자, 내년 1분기부터 디램 가격 낙폭 감소 예상""-IBK",2
"유럽 재봉쇄 우려에 위험선호 약화…환율, 1,189.8원 개장",0
"HSD엔진, 삼성중공업과 선박용 엔진 공급계약 체결[주목 e공시]",1
"""이제와서 8만전자라니""…1조 팔아치운 개미들 '부글부글'",0
 코스피 0.23% 오른 2778.65 마감…또 '사상 최고',1
"코어사이언티픽, '채굴업계 최대 규모' 파산보호 신청 완료",0
"""LG디스플레이, 삼성전자·애플과 거래…목표가 상향""",1
'경영권 분쟁 불붙나'…오스템임플란트 '강세',1
의약품 업종 약세…'셀트리온 3형제' 2% 안팎 낙폭,2
'한국투자TDF알아서2050' 최근 3년 수익률 18.14%…전체 TDF 1위,0
"코스피, 변종 코로나19 여파에 1.6% '하락'…""당분간 숨고르기""",2
"시장 관망세에 원/달러 환율 0.9원 하락…1,192.0원 마감",0
"원·달러 환율, 6개월래 최저…1276.2원 마감",0
"""지금이 매수 타이밍""…휘청이는 삼성SDI 주가, 내년 오르나",1
"헥슬란트, 오르빗 브릿지 벨리데이터로 합류",0
"""땡큐 머스크"" 이차전지株, '천슬라' 회복에 동반강세",1
"""배당 받으려면 27일까지 주식거래 마쳐야""",0
"""올해 배당 받고 싶으면 28일까지 주식 매수해야""",0
"위험선호 심리 회복에 원/달러 환율 4.1원 하락…1,187.9원 마감",0
"제이오, 코스닥 상장 증권신고서 제출…IPO 재도전",0
" 원/달러 환율 1.9원 내린 1,106.0원(개장)",0
"""산타 왔나"" 장중 삼성전자 8만원·SK하이닉스 13만원 돌파",1
"현대차, 미래 모빌리티 전환 가속화 기대감에 주가 '강세'",1
(마감)프로그램 586억 매수 우위,1
"""제2의 반도체라더니…"" 개미들은 몰랐던 2차전지주 비밀 [한경우의 케이스 스터디]",0
"""2차전지株, 저조한 실적·정책 부재…당분간 주가 부진""-하나",2
"'경영권 매각' 헬릭스미스, 공매도 과열 종목 지정에 반등",1
"MDS테크, 주당 3주 배정 무상증자 결정에 7%대 '상승'",1
"SK증권, 단일 증권사 최초 TCFD 보고서 발간",0
"""EU 공급망 실사법 곧 윤곽…LG엔솔 분쟁광물 관리 인상적""",1
"매각설에 급등후 상승폭 축소…유안타·우리금융 ""사실무근""",0
"에이치앤비디자인, 관리종목 해소 기대감…유상증자 청약 순항",1
"블록오디세이, 투자법인 '벤처오디세이' 설립…스타트업 발굴 나선다",0
"코스피, 배당락 앞두고 2,330대로 상승…코스닥 700선 회복(종합)",1
"원/달러 환율 0.2원 상승…1,186.8원 마감",1
"KB증권, 네이버 인증서 활용 '모바일 등기우편 서비스' 개시",0
"온코닉테라퓨틱스, 美 '바이오텍 쇼케이스 2022' 참가",0
"코스피, 2,300선 '이탈'…배당락일 1%대 약세",2
원/위안 직거래 시장조성자에 국민은행 등 선정,0
"STX중공업, 125억 규모 선박용 엔진 공급계약 체결[주목 e공시]",1
"코스피, 기관 덕에 2800 지켜…삼성전자·LG전자 '신고가'",1
"인민은행, 中 금융기관 홍콩·해외 위안화 채권 발행 간소화",1
"""中 외자 판호 재개, 콘텐츠업 전체 호재…서브컬처 시장엔 더더욱""-하나",1
다시 '7만전자'로…간밤 美 증시 반도체주 부진 여파에 하락,2
휴일 의무휴업은 그대로…상생안 실망감에 이마트 하락,2
화이자 먹는 치료제 확산에…셀트리온 3형제는 '비명',2
"EDGC, 3D프린트 사용 배양육 세포제작 논문 국제학술지 게재",0
(마감)코스피 외국인 1435억 순매도,2
"""제2의 BYC 되나""…태광산업 주가 하루 만에 8% 급등",1
"웁살라시큐리티, 삼성 블록체인 지갑 AML 서비스 국가 확대",1
"노루페인트, 2차전지 소재株 편입되나…주가는 숨고르기",0
"피엔티, 474억 규모 2차전지 전극공정 장비 공급 계약[주목 e공시]",1
노스볼트 생산 돌입에 이차전지株 동반 하락…LG화학 또 신저가,2
"팬오션, 포르투갈 기업과 LNG선 장기대선계약 체결",1
"올해 마지막 거래일 원/달러 환율 2.3원 오른 1,188.8원 마감",0
